release_year,FilmID,Title,Mood,Theme,NarrativeStyle,EmotionalTone,Description
1997,7064,Turbulence,neutral,neutral,neutral,"Action, Thriller, Crime","On a flight transporting dangerous convicts, murderer Ryan Weaver manages to break free and cause complete chaos throughout the plane. As various people on board fall victim to Weaver, it is ultimately down to flight attendant Teri Halloran to keep the aircraft from crashing, with on-ground support from an air traffic controller. While Halloran struggles to pilot the plane, Weaver continues to terrorize the surviving members of the crew. Genre: Action, Thriller, Crime"
2015,7065,Grandma,neutral,neutral,neutral,"Comedy, Drama","Self-described misanthrope Elle Reid has her protective bubble burst when her 18-year-old granddaughter, Sage, shows up needing help. The two of them go on a day-long journey that causes Elle to come to terms with her past and Sage to confront her future. Genre: Comedy, Drama"
2015,7066,Pawn Sacrifice,neutral,neutral,neutral,"Thriller, Drama","American chess champion Bobby Fischer prepares for a legendary match-up against Russian Boris Spassky. Genre: Thriller, Drama"
2013,7067,Persona 3 the Movie: #1 Spring of Birth,neutral,fantasy,neutral,"Animation, Action, Fantasy","In the spring, male student Makoto Yuki transfers to Gekkoukan High School. However, as he heads to his new dormitory, listening to the music on his headphones, he is stopped. More precisely, time has stopped, and the people who were around him turn into coffins. Makoto learns that this period of time hidden between the minute of midnight is called the Dark Hour, a time when monsters called Shadows appear. Suddenly made the leader of his fellow classmates Yukari and Junpei by his upperclassmen Mitsuru and Akihiko, Makoto must learn empathy, his connection to his comrades, and the meaning of death. With the power of his Evoker aimed at his head, Makoto fights against the Shadows threatening to attack his world from the mysterious tower of Tartarus. Genre: Animation, Action, Fantasy"
2017,7068,The Thousand Faces of Dunjia,neutral,neutral,neutral,"Adventure, Action, Fantasy","The world is on the brink of catastrophe in a chaotic age where evil demons roam. In order to keep evil at bay, a mysterious organisation from the pugilist world emerges. A new constable and a young girl with a mysterious past are also drawn into this group, and the group embarks on an incredible adventure. Genre: Adventure, Action, Fantasy"
2012,7069,Ruby Sparks,neutral,neutral,drama,"Comedy, Romance, Fantasy, Drama","Calvin is a young novelist who achieved phenomenal success early in his career but is now struggling with his writing – as well as his romantic life. Finally, he makes a breakthrough and creates a character named Ruby who inspires him. When Calvin finds Ruby, in the flesh, sitting on his couch about a week later, he is completely flabbergasted that his words have turned into a living, breathing person. Genre: Comedy, Romance, Fantasy, Drama"
2021,7070,La civil,neutral,neutral,neutral,"Drama, Crime","Cielo is a mother whose teenage daughter is kidnapped in Northern Mexico. When the authorities offer no support in the search, Cielo takes matters into her own hands and transforms from housewife into a vengeful militant. Genre: Drama, Crime"
2013,7071,Pawn Shop Chronicles,neutral,neutral,neutral,"Action, Comedy","The stories of a missing wife, a couple of meth heads and an Elvis impersonator are connected by the items found in a small town's pawn shop. Genre: Action, Comedy"
2017,7072,November Criminals,dark,neutral,mystery,"Crime, Drama, Mystery, Thriller","When Addison investigates the murder of his friend Kevin with the help of Phoebe, they discover that the truth is darker than they had ever imagined. Genre: Crime, Drama, Mystery, Thriller"
1995,7073,Jumanji,uplifting,neutral,mystery,"Adventure, Fantasy, Family","When siblings Judy and Peter discover an enchanted board game that opens the door to a magical world, they unwittingly invite Alan -- an adult who's been trapped inside the game for 26 years -- into their living room. Alan's only hope for freedom is to finish the game, which proves risky as all three find themselves running from giant rhinoceroses, evil monkeys and other terrifying creatures. Genre: Adventure, Fantasy, Family"
2022,7074,Sex Game 6969,neutral,neutral,neutral,"Comedy, Drama, Romance","Three married women had always been dissatisfied sexually with their husbands, and Hyoji, who recently divorced due to her husband's erectile dysfunction. They gathered after a long time and had a drink complaining to each other, and they received a business card from an unidentified handsome man, saying, ""Don't you want to play tteok pounding game?"" The four of them head to the meeting place and meet suspicious agents who were waiting for them. Genre: Comedy, Drama, Romance"
2015,7075,Last Knights,neutral,neutral,neutral,"Action, Adventure","When an evil emperor executes their leader, his band of knights – bound by duty and honour – embarks on a journey of vengeance that will not come to an end until they've destroyed their mortal foe. Genre: Action, Adventure"
2016,7076,Emerald Green,neutral,neutral,mystery,Fantasy,"Emerald Green is the stunning conclusion to Kerstin Gier's Ruby Red Trilogy, picking up where Sapphire Blue left off, reaching new heights of intrigue and romance as Gwen finally uncovers the secrets of the time-traveling society and learns her fate. Genre: Fantasy"
2013,7077,Ghost Shark,neutral,neutral,neutral,"Horror, Science Fiction","A coastal town is plagued by a supernatural man-eating shark. A ghost hunter joins forces with a sea captain to uncover the secrets of the area's dark past and find a way to exorcise the spectral predator. Genre: Horror, Science Fiction"
2006,7078,The Cutting Edge: Going for the Gold,neutral,neutral,neutral,"Comedy, Drama, Romance","Two ice skaters develop a love-hate relationship while dreaming of Olympic glory. Genre: Comedy, Drama, Romance"
2018,7079,A Private War,neutral,neutral,neutral,"War, Drama","One of the most celebrated war correspondents of our time, Marie Colvin is an utterly fearless and rebellious spirit, driven to the frontlines of conflicts across the globe to give voice to the voiceless. Genre: War, Drama"
2020,7080,Bosomy Mom,neutral,neutral,neutral,"Drama, Romance","Da-hee gets married to Min-soo who is older than her. Thanks to him, he also gets a son who is not too old, Jae-hyuk, who she tries to get acquainted with, albeit awkwardly. After staying with Na-yeon, she suddenly has to meet Jae-hyuk, and Na-yeon has a date with Jae-hyuk. Min-soo is surprised to find three people coming back home from a date. It made him angry to see his son with two women. Right away, Min-soo seeks Da-hee and asks about Na-yeon. Na-yeon met Min-soo secretly. However, Da-hee who is aware of Min-soo and Da-hee's relationship, shares this fact to Jae-hyun. Genre: Drama, Romance"
2016,7081,The Last Dragonslayer,neutral,fantasy,neutral,"Adventure, Comedy, Fantasy","In a fantasy world where magic is being superceded by technology, an orphaned teen discovers her destiny to become a dragonslayer. Genre: Adventure, Comedy, Fantasy"
1998,7082,An American Tail: The Treasure of Manhattan Island,neutral,neutral,neutral,"Family, Animation, Adventure","Fievel and his friend Tony Toponi find a map that they believe points to a treasure buried somewhere beneath Old New York, and the plucky rodent is determined to find it. However, what he discovers under the city is a tribe of Native American mice who were driven underground by prejudiced European immigrants. Genre: Family, Animation, Adventure"
2022,7083,Miss Viborg,uplifting,neutral,neutral,Drama,"In a small Danish town, we meet two generations of women. 61-year-old Solvej and the 17-year-old Kate. Their meeting kickstarts an unlikely friendship, as the wounds of the past are revealed and the seeds of hope are sown. Genre: Drama"
2008,7084,Dead Space: Downfall,neutral,neutral,neutral,"Animation, Horror, Science Fiction, Thriller","On a deep space mining mission to a remote planet, an ancient religious relic - thought to be proof of the existence of God - is unearthed and brought aboard. When the unholy artifact unleashes a long-dormant alien race, its glimpse of Heaven transforms the ship into a living Hell. A prequel to the events of the 2008 video game Dead Space. Genre: Animation, Horror, Science Fiction, Thriller"
1970,7085,Tora! Tora! Tora!,neutral,neutral,neutral,"Drama, History, War","In the summer of 1941, the United States and Japan seem on the brink of war after constant embargos and failed diplomacy come to no end. ""Tora! Tora! Tora!"", named after the code words use by the lead Japanese pilot to indicate they had surprised the Americans, covers the days leading up to the attack on Pearl Harbor, which plunged America into the Second World War. Genre: Drama, History, War"
2016,7086,Death Note: Light Up the New World,neutral,neutral,mystery,"Fantasy, Mystery, Thriller","10 years has passed since the confrontation between Kira and L. Again, Shinigami sends death notes to the ground and due to this, the world soon falls into chaos. Tsukuru is a member of the Death Note special task force team with 6 other investigators including Matsuda who experienced the Kira case of 10 years ago.  Mass murders caused by the death note takes place on Wall Street in the U.S., Shibuya in Japan and other places. World famous private investigator Ryuzaki, who is the rightful successor of L, also investigates the mass murders. They discover that 6 death notes exists in the world.  A computer virus called Kira spreads in the world. A message in the Kira virus says to turn in 6 death notes.  A person who has 6 death notes overwhelm the world. The confrontation begins between the person who wants Kira’s revival and the people who want to stop it. Genre: Fantasy, Mystery, Thriller"
2011,7087,The Eagle,neutral,neutral,neutral,"Adventure, Drama","In 140 AD, twenty years after the unexplained disappearance of the entire Ninth Legion in the mountains of Scotland, young centurion Marcus Aquila arrives from Rome to solve the mystery and restore the reputation of his father, the commander of the Ninth. Accompanied only by his British slave Esca, Marcus sets out across Hadrian's Wall into the uncharted highlands of Caledonia - to confront its savage tribes, make peace with his father's memory, and retrieve the lost legion's golden emblem, the Eagle of the Ninth. Genre: Adventure, Drama"
2012,7088,El Gringo,neutral,neutral,neutral,"Adventure, Drama, Action, Thriller","A man crossing into Mexico with a satchel of $2,000,000—and a bloody past—finds himself under sudden attack in the sleepy town of El Fronteras. Genre: Adventure, Drama, Action, Thriller"
2005,7089,A Bittersweet Life,dark,neutral,neutral,"Action, Drama, Crime","Kim Sun-woo is an enforcer and manager for a hotel owned by a cold, calculative crime boss, Kang who assigns Sun-Woo to a simple errand while he is away on a business trip; to shadow his young mistress, Heesoo, for fear that she may be cheating on him with a younger man with the mandate that he must kill them both if he discovers their affair. Genre: Action, Drama, Crime"
2002,7090,The Hours,neutral,neutral,neutral,Drama,"""The Hours"" is the story of three women searching for more potent, meaningful lives. Each is alive at a different time and place, all are linked by their yearnings and their fears. Their stories intertwine, and finally come together in a surprising, transcendent moment of shared recognition. Genre: Drama"
2007,7091,Shelter,neutral,neutral,drama,"Drama, Romance","Forced to give up his dreams of art school, Zach works dead-end jobs to support his sister and her son. Questioning his life, he paints, surfs and hangs out with his best friend, Gabe. When Gabe's older brother returns home for the summer, Zach suddenly finds himself drawn into a relationship he didn't expect. Genre: Drama, Romance"
2020,7092,A Nice Girl Like You,neutral,neutral,neutral,"Comedy, Romance","Lucy Neal is thrown for a loop when she is accused of being too inhibited by her ex-boyfriend. In an effort to prove him wrong, Lucy creates a rather wild to-do list that sends her on a whirlwind and surprising journey of self-discovery, friendship, and new love. Genre: Comedy, Romance"
1998,7093,Deep Rising,neutral,neutral,neutral,"Adventure, Action, Horror, Science Fiction","A group of heavily armed hijackers board a luxury ocean liner in the South Pacific Ocean to loot it, only to do battle with a series of large-sized, tentacled, man-eating sea creatures who have taken over the ship first. Genre: Adventure, Action, Horror, Science Fiction"
2006,7094,Black Snake Moan,neutral,neutral,neutral,Drama,"A God-fearing bluesman takes to a wild young woman who, as a victim of childhood sexual abuse, is looking everywhere for love, but never quite finding it. Genre: Drama"
2016,7095,Cave,neutral,neutral,neutral,"Adventure, Thriller","A group of former military elites set out to explore an uncharted abyss, not knowing their worst nightmare is waiting for them deep beneath the ground. Genre: Adventure, Thriller"
1974,7096,The Night Porter,neutral,neutral,neutral,"War, Drama, Romance","A concentration camp survivor discovers her former torturer and lover working as a porter at a hotel in postwar Vienna. When the couple attempt to re-create their sadomasochistic relationship, his former SS comrades begin to stalk them. Genre: War, Drama, Romance"
2019,7097,A Beautiful Day in the Neighborhood,neutral,neutral,drama,"Drama, History","An award-winning cynical journalist, Lloyd Vogel, begrudgingly accepts an assignment to write an Esquire profile piece on the beloved television icon Fred Rogers. After his encounter with Rogers, Vogel's perspective on life is transformed. Genre: Drama, History"
2009,7098,Mother,dark,neutral,neutral,"Crime, Drama, Mystery, Thriller","A mother lives quietly with her son. One day, a girl is brutally killed, and the boy is charged with the murder. Now, it's his mother's mission to prove him innocent. Genre: Crime, Drama, Mystery, Thriller"
1978,7099,The Fury,neutral,neutral,neutral,"Horror, Science Fiction, Thriller","A government agent is determined to come to his son's rescue, when a sinister official kidnaps him to harness his extremely powerful psychic abilities. Genre: Horror, Science Fiction, Thriller"
2013,7100,Side Effects,neutral,neutral,neutral,"Thriller, Crime, Drama","A woman turns to prescription medication as a way of handling her anxiety concerning her husband's upcoming release from prison. Genre: Thriller, Crime, Drama"
1946,7101,The Killers,"dark, heroic",neutral,"action, drama","Crime, Mystery, Thriller","Two hit men walk into a diner asking for a man called ""the Swede"". When the killers find the Swede, he's expecting them and doesn't put up a fight. Since the Swede had a life insurance policy, an investigator, on a hunch, decides to look into the murder. As the Swede's past is laid bare, it comes to light that he was in love with a beautiful woman who may have lured him into pulling off a bank robbery overseen by another man. Genre: Crime, Mystery, Thriller"
2005,7102,Kakurenbo: Hide & Seek,neutral,neutral,neutral,"Animation, Horror","Among the ruins of the city, there is a game only children can play. It is called “Otokoyo”; a game of hide-and-seek. But whenever children play this game, one by one they would disappear into the blinds of the buildings… The story begins when a boy enters the world of Otokoyo, to find his missing sister. Genre: Animation, Horror"
1993,7103,Beethoven's 2nd,uplifting,family,drama,"Family, Comedy","Beethoven is back -- and this time, he has a whole brood with him now that he's met his canine match, Missy, and fathered a family. The only problem is that Missy's owner, Regina, wants to sell the puppies and tear the clan apart. It's up to Beethoven and the Newton kids to save the day and keep everyone together. Genre: Family, Comedy"
2016,7104,Paris Can Wait,neutral,neutral,drama,"Romance, Comedy, Drama","A woman at a crossroads traveling to Cannes along with her successful film producer husband, finds herself on a two-day road trip with his business associate. What follows is a carefree journey replete with diversions involving picturesque sites, fine food and wine, humor, wisdom and romance - reawakening Anne's senses and a new lust for life. Genre: Romance, Comedy, Drama"
2002,7105,The Rookie,neutral,neutral,neutral,"Drama, Family","Jim Morris never made it out of the minor leagues before a shoulder injury ended his pitching career twelve years ago. Now a married-with-children high-school chemistry teacher and baseball coach in Texas, Jim's team makes a deal with him: if they win the district championship, Jim will try out with a major-league organization. The bet proves incentive enough for the team, and they go from worst to first, making it to state for the first time in the history of the school. Jim, forced to live up to his end of the deal, is nearly laughed off the try-out field--until he gets onto the mound, where he confounds the scouts (and himself) by clocking successive 98 mph fastballs, good enough for a minor-league contract with the Tampa Bay Devil Rays. Jim's still got a lot of pitches to throw before he makes it to The Show, but with his big-league dreams revived, there's no telling where he could go. Genre: Drama, Family"
2015,7106,Joy,neutral,neutral,drama,"Drama, Comedy","A story based on the life of a struggling Long Island single mom who became one of the country's most successful entrepreneurs. Genre: Drama, Comedy"
2011,7107,Elles,neutral,neutral,neutral,Drama,A journalist tries to balance the duties of marriage and motherhood while researching a piece on college women who work as prostitutes to pay their tuition. Genre: Drama
2017,7108,2:22,neutral,neutral,drama,"Drama, Thriller, Romance, Science Fiction, Mystery","A man's life is derailed when an ominous pattern of events repeats itself in exactly the same manner every day, ending at precisely 2:22 p.m. Genre: Drama, Thriller, Romance, Science Fiction, Mystery"
1987,7109,Royal Space Force - The Wings Of Honneamise,neutral,neutral,neutral,"Animation, Science Fiction","On a future Earth, war between the Kingdom of Honneamise and its rival, The Republic, is inevitable. As evolving technology creates new ways to wage war, a small group seeks to propel mankind into space in their world’s first spaceflight program. For astronaut candidate Shirotsugh Lhadatt, it’s a personal odyssey as he grows from an aimless young man into a leader willing to put everything on the line in order to move the human race forward and away from the brink of Armageddon. Genre: Animation, Science Fiction"
2004,7110,The Motorcycle Diaries,neutral,neutral,neutral,Drama,"Based on the journals of Che Guevara, leader of the Cuban Revolution. In his memoirs, Guevara recounts adventures he and best friend Alberto Granado had while crossing South America by motorcycle in the early 1950s. Genre: Drama"
2005,7111,Nana,neutral,neutral,neutral,"Romance, Drama, Music","Based on the popular manga, this follows the adventures of two girls named Nana who depend on each other's help to realize their dreams. The two meet on a train to Tokyo, where Nana K. aims to reunite with her boyfriend and Nana O. hopes to make it big in the music business. Despite their differences, the pair hit it off and become roommates. Genre: Romance, Drama, Music"
2008,7112,Red Cliff,uplifting,neutral,neutral,"Action, Adventure, Drama, War","In 208 A.D., in the final days of the Han Dynasty, shrewd Prime Minster Cao convinced the fickle Emperor Han the only way to unite all of China was to declare war on the kingdoms of Xu in the west and East Wu in the south. Thus began a military campaign of unprecedented scale. Left with no other hope for survival, the kingdoms of Xu and East Wu formed an unlikely alliance. Genre: Action, Adventure, Drama, War"
2021,7113,Convergence: Courage in a Crisis,neutral,neutral,neutral,Documentary,"Activists and volunteers work through the darkest days of 2020, galvanizing social change amidst chaos as governments start to fail local communities. This epic, globally spanning and deeply passionate documentary serves as a clarion call that great change can be born of crisis. Genre: Documentary"
2019,7114,Earthquake Bird,neutral,neutral,neutral,"Drama, Mystery, Romance, Thriller","Tokyo, Japan, 1989. Lucy Fly, a foreigner who works as a translator, begins a passionate relationship with Teiji, a mysterious man obsessed with photography. Genre: Drama, Mystery, Romance, Thriller"
2013,7115,Commitment,neutral,neutral,"mystery, drama","Drama, Action, Thriller","The son of a North Korean spy decides to follow in his father's footsteps to protect his little sister. After his father’s botched espionage mission, North Korean Myung-hoon and his young sister Hye-in are sent to a labor prison camp. In order to save his sister’s life, Myung-hoon volunteers to become a spy and infiltrates the South as a teenage defector. While attending high school in the South, he meets another girl named Hye-in, and rescues her when she comes under attack. South Korean Intelligence soon discover Myung-hoon’s activities and begin tracking him, all the while his own government sends a vicious assassin to eliminate him. Genre: Drama, Action, Thriller"
2010,7116,Ramona and Beezus,uplifting,family,drama,"Comedy, Family","Ramona is a little girl with a very big imagination and a nose for mischief. Her playful antics keep everyone in her loving family on their toes, including her older sister Beezus, who's just trying to survive her first year of high school. Through all the ups and downs of childhood, Ramona and Beezus learn that anything's possible when you believe in yourself and rely on each other. Genre: Comedy, Family"
2010,7117,6 Souls,dark,neutral,neutral,"Horror, Mystery, Thriller","A female forensic psychiatrist discovers that all of one of her patient's multiple personalities are murder victims. She will have to find out what's happening before her time is finished. Genre: Horror, Mystery, Thriller"
1973,7118,Walking Tall,dark,crime,mystery,"Action, Crime, Drama","Buford Pusser's a wrestler, whose wife wants him to settle down, so they go to his home town in Tennessee, where he plans to get into business with his father. But he is shocked to discover all sorts of graft and corruption going on. And when he is a victim of it and decides to strike back by running against the corrupt sheriff. And he wins and wages his own little war against them Genre: Action, Crime, Drama"
1957,7119,Old Yeller,uplifting,family,drama,"Adventure, Drama, Western, Family","Young Travis Coates is left to take care of the family ranch with his mother and younger brother while his father goes off on a cattle drive in the 1860s. When a yellow mongrel comes for an uninvited stay with the family, Travis reluctantly adopts the dog. Genre: Adventure, Drama, Western, Family"
1975,7120,The Return of the Pink Panther,neutral,neutral,neutral,"Mystery, Comedy, Crime","The famous Pink Panther jewel has once again been stolen and Inspector Clouseau is called in to catch the thief. The Inspector is convinced that 'The Phantom' has returned and utilises all of his resources – himself and his Asian manservant – to reveal the identity of 'The Phantom'. Genre: Mystery, Comedy, Crime"
2021,7121,Shiny_Flakes: The Teenage Drug Lord,neutral,neutral,neutral,"Documentary, Crime","Max S. reveals how he built a drug empire from his childhood bedroom as a teen in the real story behind the series ""How to Sell Drugs Online (Fast)."" Genre: Documentary, Crime"
1983,7122,Blue Thunder,neutral,neutral,neutral,"Drama, Action, Thriller","Los Angeles, California. Officer Murphy, a veteran Metropolitan Police helicopter pilot suffering from severe trauma due to his harsh experiences during the Vietnam War, and Lymangood, his resourceful new partner, are tasked with testing an advanced and heavily armed experimental chopper known as Blue Thunder. Genre: Drama, Action, Thriller"
2012,7123,Katy Perry: Part of Me,neutral,neutral,drama,"Documentary, Music","Giving fans unprecedented access to the real life of the music sensation, Katy Perry: Part of Me exposes the hard work, dedication and phenomenal talent of a girl who remained true to herself and her vision in order to achieve her dreams. Featuring rare behind-the-scenes interviews, personal moments between Katy and her friends, and all-access footage of rehearsals, choreography, Katy’s signature style and more, Katy Perry: Part of Me reveals the singer’s unwavering belief that if you can be yourself, then you can be anything. Genre: Documentary, Music"
2018,7124,Destroyer,neutral,neutral,drama,"Thriller, Crime, Drama, Action","When Erin Bell was a young cop, she was given an undercover assignment that ended badly and destroyed her life. Years later, she must face her demons in order to make peace with her past. Genre: Thriller, Crime, Drama, Action"
2017,7125,One Week Friends,neutral,neutral,neutral,"Romance, Drama","High school student Yuki Hase (Kento Yamazaki) wants to become close with classmate Kaori Fujimiya (Haruna Kawaguchi) who is alway by herself. Kaori Fujimiya refuses to become close with Yuki Hase, because she forgets her friends every new Monday. Even though Kaori tells Yuki why she doesn't want to become friends, Yuki still wants to become close to her. Genre: Romance, Drama"
2020,7126,Superintelligence,neutral,neutral,neutral,"Comedy, Science Fiction, Romance","When an all-powerful Superintelligence chooses to study the most average person on Earth, Carol Peters, the fate of the world hangs in the balance. As the A.I. decides to enslave, save or destroy humanity, it’s up to Carol to prove that people are worth saving. Genre: Comedy, Science Fiction, Romance"
1973,7127,Don't Look Now,neutral,neutral,neutral,"Thriller, Drama, Horror","Laura and John, grieved by a terrible loss, meet in Venice, where John is in charge of the restoration of a church, two mysterious sisters, one of whom gives them a message sent from the afterlife. Genre: Thriller, Drama, Horror"
2009,7128,The Girl Who Played with Fire,neutral,neutral,neutral,"Drama, Action, Thriller, Crime, Mystery","Mikael Blomkvist, publisher of Millennium magazine, has made his living exposing the crooked and corrupt practices of establishment Swedish figures. So when a young journalist approaches him with a meticulously researched thesis about sex trafficking in Sweden and those in high office who abuse underage girls, Blomkvist immediately throws himself into the investigation. Genre: Drama, Action, Thriller, Crime, Mystery"
2020,7129,Girl,uplifting,family,"mystery, drama",Thriller,"A young woman returns to her small hometown intent on killing her abusive father only to discover someone murdered him the day before. As the girl searches for answers, she uncovers a family legacy more dangerous than she'd imagined. Genre: Thriller"
2012,7130,The Hunt,neutral,neutral,drama,Drama,"A teacher lives a lonely life, all the while struggling over his son’s custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie. Genre: Drama"
2013,7131,The Colony,heroic,neutral,action,"Action, Science Fiction, Horror","Forced underground by the next ice age, a struggling outpost of survivors must fight to preserve humanity against a threat even more savage than nature. Genre: Action, Science Fiction, Horror"
2014,7132,Mythica: A Quest for Heroes,neutral,neutral,drama,"Action, Adventure, Fantasy, Science Fiction","Stuck in a life of indentured servitude, Marek dreams of becoming a wizard. When she meets the beautiful priestess Teela in need of help, she offers her assistance and provides a motley troupe. Together they go in search of Teela's sister, who was kidnapped by a wild ogre. Genre: Action, Adventure, Fantasy, Science Fiction"
2012,7133,Moonrise Kingdom,neutral,neutral,neutral,"Comedy, Drama, Romance","Set on an island off the coast of New England in the summer of 1965, Moonrise Kingdom tells the story of two twelve-year-olds who fall in love, make a secret pact, and run away together into the wilderness. As various authorities try to hunt them down, a violent storm is brewing off-shore – and the peaceful island community is turned upside down in more ways than anyone can handle. Genre: Comedy, Drama, Romance"
2002,7134,Murder by Numbers,dark,neutral,neutral,"Crime, Drama, Thriller","Tenacious homicide detective Cassie Mayweather and her still-green partner are working a murder case, attempting to profile two malevolently brilliant young men: cold, calculating killers whose dark secrets might explain their crimes. Genre: Crime, Drama, Thriller"
2021,7135,Gabriel's Rapture: Part One,neutral,neutral,neutral,Romance,4th installment  Based on the best selling novel from by Sylvain Reynard. Genre: Romance
1989,7136,Best of the Best,neutral,neutral,neutral,Action,A team from the United States is going to compete against Korea in a Tae Kwon Do tournament. The team consists of fighters from all over the country--can they overcome their rivalry and work together to win? Genre: Action
2008,7137,"The Good, the Bad, the Weird",neutral,neutral,neutral,"Action, Adventure, Comedy, Western","The story of three Korean outlaws in 1930s Manchuria and their dealings with the Japanese army and Chinese and Russian bandits. The Good (a Bounty hunter), the Bad (a hitman), and the Weird (a thief) battle the army and the bandits in a race to use a treasure map to uncover the riches of legend. Genre: Action, Adventure, Comedy, Western"
1983,7138,The Dead Zone,neutral,neutral,drama,"Thriller, Horror, Science Fiction","Johnny Smith is a schoolteacher with his whole life ahead of him but, after leaving his fiancee's home one night, is involved in a car crash which leaves him in a coma for 5 years. When he wakes, he discovers he has an ability to see into the past, present and future life of anyone with whom he comes into physical contact. Genre: Thriller, Horror, Science Fiction"
2022,7139,Stolen by Their Father,neutral,neutral,neutral,"Drama, TV Movie","A woman finds herself fighting for her daughters when her ex kidnaps them. Genre: Drama, TV Movie"
2019,7140,Valhalla,heroic,neutral,"action, drama","Adventure, Fantasy","The Viking children Røskva and Tjalfe embark on an adventurous journey from Midgard to Valhalla with the gods Thor and Loki. Life in Valhalla, however, turns out to be threatened by the dreaded Fenrir wolf and the god's barbaric archenemies, the Jotnar. Side by side with the gods the two children must fight to save Valhalla from the end of the world - Ragnarok. Genre: Adventure, Fantasy"
2002,7141,Cadet Kelly,neutral,neutral,neutral,"Family, TV Movie, Comedy","Hyperactive teenager Kelly is enrolled into a military school when her new stepfather becomes the Commandant. At first she has problems fitting in and taking orders until she tries out for the drill team. Genre: Family, TV Movie, Comedy"
2014,7142,Endless Love,neutral,neutral,neutral,"Drama, Romance","A privileged girl and a charismatic boy's instant desire sparks a love affair made only more reckless by parents trying to keep them apart. Genre: Drama, Romance"
2006,7143,DOA: Dead or Alive,neutral,neutral,neutral,"Adventure, Action, Thriller","Four beautiful rivals at an invitation-only martial-arts tournament join forces against a sinister threat. Princess Kasumi is an aristocratic warrior trained by martial-arts masters. Tina Armstrong is a wrestling superstar. Helena Douglas is an athlete with a tragic past. Christie Allen earns her keep as a thief and an assassin-for-hire. Genre: Adventure, Action, Thriller"
2014,7144,Mercy,neutral,neutral,neutral,"Thriller, Horror","A single mom and her two boys help take care of their grandmother with mystical powers. Genre: Thriller, Horror"
1990,7145,Henry & June,neutral,neutral,neutral,Romance,"While traveling in Paris, author Henry Miller and his wife, June, meet Anais Nin, and sexual sparks fly as Nin starts an affair with the openly bisexual June. When June is forced to return to the U.S., she gives Nin her blessing to sleep with her husband. Then, when June returns to France, an unexpected, and sometimes contentious, threesome forms. Genre: Romance"
1985,7146,Miami Supercops,neutral,neutral,neutral,"Action, Comedy","In 1978, $20 million was stolen from a Detroit bank. One of the robbers was caught, one was found dead, and the third disappeared. The money was never found. Seven years later, the robber who was caught was released from jail. He immediately went to Miami, only to be found dead the next day. Now FBI agents Doug Bennet and Steve Forest have been called in to investigate the case while posing as Miami police officers. Somewhere in Miami the third robber is hiding with his $20 million, and he has a seven-year head start on the authorities. Genre: Action, Comedy"
2018,7147,4/20 Massacre,tense,neutral,neutral,"Horror, Action","A group of five women go camping in the woods to celebrate a friend's birthday over 4/20 weekend. But when they cross the turf of an illegal marijuana grow operation they must struggle to survive the living nightmare. Genre: Horror, Action"
2006,7148,Grandma's Boy,neutral,neutral,neutral,Comedy,"Even though he's 35, Alex acts more like he's 13, spending his days as the world's oldest video game tester and his evenings developing the next big Xbox game. But when he gets kicked out of his apartment, he's forced to move in with his grandmother. Genre: Comedy"
2019,7149,Nicky Larson and the Cupid's Perfume,neutral,neutral,neutral,"Adventure, Comedy","Nicky Larson is tasked to recover the perfume of Cupid, a perfume that would make anyone who uses it irresistible. Genre: Adventure, Comedy"
1988,7150,Alien Nation,neutral,neutral,neutral,"Crime, Science Fiction, Thriller","A few years from now, Earth will have the first contact with an alien civilisation. These aliens, known as Newcomers, slowly begin to be integrated into human society after years of quarantine. Genre: Crime, Science Fiction, Thriller"
1986,7151,The Sacrifice,uplifting,family,drama,Drama,"Alexander, a journalist, philosopher and retired actor, celebrates a birthday with friends and family when it is announced that nuclear war has begun. Genre: Drama"
2004,7152,The Manchurian Candidate,heroic,fantasy,neutral,"Drama, Thriller, Mystery","Years after his squad was ambushed during the Gulf War, Major Ben Marco finds himself having terrible nightmares. He begins to doubt that his fellow squad-mate Sergeant Raymond Shaw, now a vice-presidential candidate, is the hero he remembers him being. As Marco's doubts deepen, Shaw's political power grows, and, when Marco finds a mysterious implant embedded in his back, the memory of what really happened begins to return. Genre: Drama, Thriller, Mystery"
1971,7153,Fiddler on the Roof,neutral,neutral,drama,"Drama, Romance","This lavishly produced and critically acclaimed screen adaptation of the international stage sensation tells the life-affirming story of Tevye (Topol), a poor milkman whose love, pride and faith help him face the oppression of turn-of-the-century Czarist Russia. Nominated for eight Academy Awards. Genre: Drama, Romance"
1977,7154,Rabid,neutral,neutral,neutral,"Horror, Science Fiction","After undergoing radical surgery for injuries from a motorcycle accident, a young woman develops a strange phallic growth on her body and a thirst for human blood—the only nourishment that will now sustain her. Genre: Horror, Science Fiction"
2012,7155,The Brass Teapot,neutral,neutral,neutral,"Comedy, Fantasy, Thriller","When a couple discovers that a brass teapot makes them money whenever they hurt themselves, they must come to terms with how far they are willing to go. Genre: Comedy, Fantasy, Thriller"
